,industry,city,state,min_revenue,max_revenue,min_salary_estimate,max_salary_estimate,avg_salary_estimate,avg_revenue
620,Consumer Products Manufacturing,Los Angeles, CA,2000,5000,35000,45000,40000,3500.0
621,Staffing & Outsourcing,Los Angeles, CA,25,50,35000,45000,40000,37.5
625,Insurance Carriers,Brea, CA,2000,5000,35000,45000,40000,3500.0
626,Insurance Carriers,Long Beach, CA,10000,10000,35000,45000,40000,10000.0
630,Staffing & Outsourcing,Woodland Hills, CA,100,500,42000,66000,54000,300.0
632,IT Services,Los Angeles, CA,25,50,42000,66000,54000,37.5
634,Computer Hardware & Software,Burbank, CA,25,50,42000,66000,54000,37.5
636,Health Care Services & Hospitals,Glendale, CA,1,5,42000,66000,54000,3.0
637,Staffing & Outsourcing,Santa Monica, CA,10,25,42000,66000,54000,17.5
638,Staffing & Outsourcing,Pasadena, CA,100,500,42000,66000,54000,300.0
640,"Health, Beauty, & Fitness",Pasadena, CA,1,1,42000,66000,54000,1.0
641,Aerospace & Defense,Woodland Hills, CA,10000,10000,42000,66000,54000,10000.0
642,Staffing & Outsourcing,Burbank, CA,50,100,42000,66000,54000,75.0
643,IT Services,Los Angeles, CA,10,25,42000,66000,54000,17.5
645,Computer Hardware & Software,Culver City, CA,10000,10000,42000,66000,54000,10000.0
646,IT Services,Cerritos, CA,1,5,42000,66000,54000,3.0
654,Automotive Parts & Accessories Stores,Torrance, CA,100,500,42000,66000,54000,300.0
655,Internet,Los Angeles, CA,10,25,42000,66000,54000,17.5
657,Insurance Carriers,Long Beach, CA,10000,10000,42000,66000,54000,10000.0
662,Industrial Manufacturing,Long Beach, CA,100,500,65000,81000,73000,300.0
664,Consulting,Azusa, CA,10,25,65000,81000,73000,17.5
665,Consulting,Burbank, CA,5,10,65000,81000,73000,7.5
666,Consulting,El Segundo, CA,5,10,65000,81000,73000,7.5
667,Consumer Products Manufacturing,Marina del Rey, CA,10000,10000,65000,81000,73000,10000.0
668,Insurance Carriers,Woodland Hills, CA,10000,10000,65000,81000,73000,10000.0
670,Chemical Manufacturing,Long Beach, CA,5000,10000,65000,81000,73000,7500.0
671,Venture Capital & Private Equity,El Segundo, CA,1000,2000,65000,81000,73000,1500.0
676,K-12 Education,Los Angeles, CA,50,100,65000,81000,73000,75.0
677,Staffing & Outsourcing,Glendale, CA,100,500,65000,81000,73000,300.0
678,Venture Capital & Private Equity,El Segundo, CA,1000,2000,65000,81000,73000,1500.0
680,Insurance Carriers,Long Beach, CA,2000,5000,65000,81000,73000,3500.0
682,Insurance Carriers,Long Beach, CA,10000,10000,65000,81000,73000,10000.0
683,Consumer Products Manufacturing,Los Angeles, CA,10,25,65000,81000,73000,17.5
687,Health Care Services & Hospitals,Arcadia, CA,50,100,113000,132000,122500,75.0
695,Insurance Carriers,Long Beach, CA,2000,5000,113000,132000,122500,3500.0
696,Staffing & Outsourcing,Woodland Hills, CA,1000,2000,113000,132000,122500,1500.0
697,Consulting,El Segundo, CA,5,10,113000,132000,122500,7.5
699,Accounting,Arcadia, CA,1,1,113000,132000,122500,1.0
700,Insurance Carriers,Woodland Hills, CA,10000,10000,113000,132000,122500,10000.0
702,IT Services,Burbank, CA,10,25,113000,132000,122500,17.5
703,Motion Picture Production & Distribution,Burbank, CA,10000,10000,113000,132000,122500,10000.0
704,Health Care Services & Hospitals,Gardena, CA,100,500,113000,132000,122500,300.0
705,Insurance Carriers,Long Beach, CA,10000,10000,113000,132000,122500,10000.0
706,Insurance Carriers,Long Beach, CA,10000,10000,113000,132000,122500,10000.0
708,TV Broadcast & Cable Networks,Burbank, CA,10000,10000,113000,132000,122500,10000.0
709,Staffing & Outsourcing,Woodland Hills, CA,1000,2000,113000,132000,122500,1500.0
712,Health Care Services & Hospitals,Whittier, CA,1000,2000,113000,132000,122500,1500.0
715,Insurance Carriers,Brea, CA,2000,5000,113000,132000,122500,3500.0
720,Banks & Credit Unions,Chicago, IL,500,1000,60000,66000,63000,750.0
722,Enterprise Software & Network Solutions,Chicago, IL,100,500,60000,66000,63000,300.0
723,Consulting,Chicago, IL,100,500,60000,66000,63000,300.0
725,Staffing & Outsourcing,Downers Grove, IL,5000,10000,60000,66000,63000,7500.0
726,Staffing & Outsourcing,Chicago, IL,5000,10000,60000,66000,63000,7500.0
729,Computer Hardware & Software,Chicago, IL,1000,2000,60000,66000,63000,1500.0
730,Transportation Management,Chicago, IL,100,500,60000,66000,63000,300.0
731,Colleges & Universities,Chicago, IL,2000,5000,60000,66000,63000,3500.0
732,Staffing & Outsourcing,Chicago, IL,100,500,60000,66000,63000,300.0
734,Staffing & Outsourcing,Downers Grove, IL,50,100,60000,66000,63000,75.0
735,Staffing & Outsourcing,Downers Grove, IL,50,100,60000,66000,63000,75.0
736,Miscellaneous Manufacturing,Broadview, IL,10000,10000,60000,66000,63000,10000.0
737,Financial Transaction Processing,Chicago, IL,1000,2000,60000,66000,63000,1500.0
738,Social Assistance,Chicago, IL,2000,5000,60000,66000,63000,3500.0
739,Staffing & Outsourcing,Chicago, IL,10,25,60000,66000,63000,17.5
740,Computer Hardware & Software,Chicago, IL,25,50,60000,66000,63000,37.5
741,Banks & Credit Unions,Chicago, IL,2000,5000,60000,66000,63000,3500.0
742,Staffing & Outsourcing,Downers Grove, IL,1000,2000,60000,66000,63000,1500.0
743,Consumer Products Manufacturing,Broadview, IL,500,1000,60000,66000,63000,750.0
747,Consulting,Chicago, IL,1000,2000,60000,66000,63000,1500.0
748,Banks & Credit Unions,Chicago, IL,10000,10000,60000,66000,63000,10000.0
749,Banks & Credit Unions,Chicago, IL,2000,5000,60000,66000,63000,3500.0
750,IT Services,Chicago, IL,1000,2000,73000,82000,77500,1500.0
752,Miscellaneous Manufacturing,Woodridge, IL,10000,10000,73000,82000,77500,10000.0
754,Health Care Services & Hospitals,Chicago, IL,500,1000,73000,82000,77500,750.0
755,Staffing & Outsourcing,Chicago, IL,2000,5000,73000,82000,77500,3500.0
757,Consumer Products Manufacturing,Chicago, IL,2000,5000,73000,82000,77500,3500.0
758,Staffing & Outsourcing,Downers Grove, IL,5,10,73000,82000,77500,7.5
759,IT Services,Chicago, IL,50,100,73000,82000,77500,75.0
760,Logistics & Supply Chain,Chicago, IL,500,1000,73000,82000,77500,750.0
768,IT Services,Chicago, IL,100,500,73000,82000,77500,300.0
769,IT Services,Chicago, IL,50,100,73000,82000,77500,75.0
770,Staffing & Outsourcing,Chicago, IL,10,25,73000,82000,77500,17.5
774,IT Services,Chicago, IL,25,50,73000,82000,77500,37.5
775,Enterprise Software & Network Solutions,Chicago, IL,1,5,73000,82000,77500,3.0
776,Staffing & Outsourcing,Chicago, IL,2000,5000,73000,82000,77500,3500.0
778,Lending,Chicago, IL,50,100,73000,82000,77500,75.0
780,Accounting,Chicago, IL,1,1,67000,92000,79500,1.0
781,Health Care Services & Hospitals,Chicago, IL,1000,2000,67000,92000,79500,1500.0
782,Staffing & Outsourcing,Chicago, IL,100,500,67000,92000,79500,300.0
783,Banks & Credit Unions,Rolling Meadows, IL,100,500,67000,92000,79500,300.0
785,Colleges & Universities,Chicago, IL,2000,5000,67000,92000,79500,3500.0
791,Energy,Chicago, IL,50,100,67000,92000,79500,75.0
792,Accounting,Chicago, IL,10000,10000,67000,92000,79500,10000.0
793,Construction,Chicago, IL,1,1,67000,92000,79500,1.0
796,Logistics & Supply Chain,Chicago, IL,1000,2000,67000,92000,79500,1500.0
797,IT Services,Chicago, IL,100,500,67000,92000,79500,300.0
798,Staffing & Outsourcing,Chicago, IL,100,500,67000,92000,79500,300.0
799,Other Retail Stores,Northlake, IL,500,1000,67000,92000,79500,750.0
801,IT Services,Northbrook, IL,100,500,67000,92000,79500,300.0
802,IT Services,Chicago, IL,1,1,67000,92000,79500,1.0
803,Banks & Credit Unions,Chicago, IL,10000,10000,67000,92000,79500,10000.0
804,Legal,Chicago, IL,1000,2000,67000,92000,79500,1500.0
806,Venture Capital & Private Equity,Chicago, IL,100,500,67000,92000,79500,300.0
807,Advertising & Marketing,Itasca, IL,25,50,67000,92000,79500,37.5
808,Consulting,Chicago, IL,10000,10000,42000,76000,59000,10000.0
809,Staffing & Outsourcing,Evanston, IL,1000,2000,42000,76000,59000,1500.0
810,Social Assistance,Chicago, IL,25,50,42000,76000,59000,37.5
813,Food & Beverage Manufacturing,Bridgeview, IL,100,500,42000,76000,59000,300.0
814,Biotech & Pharmaceuticals,Chicago, IL,2000,5000,42000,76000,59000,3500.0
815,Staffing & Outsourcing,Downers Grove, IL,50,100,42000,76000,59000,75.0
817,Food & Beverage Manufacturing,Oak Brook, IL,5000,10000,42000,76000,59000,7500.0
818,Staffing & Outsourcing,Chicago, IL,10,25,42000,76000,59000,17.5
820,IT Services,Chicago, IL,1,1,42000,76000,59000,1.0
821,Staffing & Outsourcing,Northbrook, IL,100,500,42000,76000,59000,300.0
822,Enterprise Software & Network Solutions,Woodridge, IL,1,1,42000,76000,59000,1.0
823,Health Care Services & Hospitals,Chicago, IL,50,100,42000,76000,59000,75.0
824,Catering & Food Service Contractors,Oak Brook, IL,50,100,42000,76000,59000,75.0
826,Banks & Credit Unions,Chicago, IL,2000,5000,42000,76000,59000,3500.0
827,Advertising & Marketing,Chicago, IL,1,1,42000,76000,59000,1.0
828,K-12 Education,Chicago, IL,25,50,42000,76000,59000,37.5
830,Banks & Credit Unions,Downers Grove, IL,50,100,42000,76000,59000,75.0
831,IT Services,Chicago, IL,50,100,42000,76000,59000,75.0
833,IT Services,Chicago, IL,50,100,42000,76000,59000,75.0
835,Investment Banking & Asset Management,Chicago, IL,1,1,42000,76000,59000,1.0
837,Investment Banking & Asset Management,Chicago, IL,1000,2000,42000,76000,59000,1500.0
838,Consulting,Chicago, IL,50,100,97000,129000,113000,75.0
840,Computer Hardware & Software,Chicago, IL,1,5,97000,129000,113000,3.0
842,IT Services,Chicago, IL,25,50,97000,129000,113000,37.5
843,Health Care Services & Hospitals,Maywood, IL,10,25,97000,129000,113000,17.5
844,Computer Hardware & Software,Chicago, IL,5000,10000,97000,129000,113000,7500.0
845,Health Care Products Manufacturing,Northfield, IL,10000,10000,97000,129000,113000,10000.0
846,Enterprise Software & Network Solutions,Chicago, IL,10000,10000,97000,129000,113000,10000.0
848,Industrial Manufacturing,Glenview, IL,2000,5000,97000,129000,113000,3500.0
849,Consulting,Chicago, IL,1,1,97000,129000,113000,1.0
851,Staffing & Outsourcing,Chicago, IL,2000,5000,97000,129000,113000,3500.0
852,Staffing & Outsourcing,Chicago, IL,25,50,97000,129000,113000,37.5
853,Staffing & Outsourcing,Chicago, IL,50,100,97000,129000,113000,75.0
854,Staffing & Outsourcing,Chicago, IL,1,5,97000,129000,113000,3.0
856,Drug & Health Stores,Deerfield, IL,10000,10000,97000,129000,113000,10000.0
857,Financial Transaction Processing,Chicago, IL,1000,2000,97000,129000,113000,1500.0
858,Wholesale,Elk Grove Village, IL,1,5,97000,129000,113000,3.0
864,Staffing & Outsourcing,Chicago, IL,100,500,97000,129000,113000,300.0
865,Membership Organizations,Chicago, IL,50,100,97000,129000,113000,75.0
866,Logistics & Supply Chain,Chicago, IL,500,1000,97000,129000,113000,750.0
868,Staffing & Outsourcing,Chicago, IL,100,500,68000,87000,77500,300.0
871,Insurance Carriers,Chicago, IL,10000,10000,68000,87000,77500,10000.0
877,IT Services,Chicago, IL,25,50,68000,87000,77500,37.5
878,Accounting,Chicago, IL,5,10,68000,87000,77500,7.5
879,Accounting,Arlington Heights, IL,1,1,68000,87000,77500,1.0
880,Drug & Health Stores,Deerfield, IL,10000,10000,68000,87000,77500,10000.0
882,Banks & Credit Unions,Downers Grove, IL,10000,10000,68000,87000,77500,10000.0
883,Accounting,Chicago, IL,1,1,68000,87000,77500,1.0
884,Wholesale,Houston, TX,1000,2000,29000,38000,33500,1500.0
885,Investment Banking & Asset Management,Houston, TX,10,25,29000,38000,33500,17.5
886,Legal,Houston, TX,1,5,29000,38000,33500,3.0
887,Casual Restaurants,Houston, TX,1,5,29000,38000,33500,3.0
888,Telecommunications Services,Houston, TX,2000,5000,29000,38000,33500,3500.0
890,Staffing & Outsourcing,Houston, TX,100,500,29000,38000,33500,300.0
892,Health Care Services & Hospitals,Houston, TX,100,500,29000,38000,33500,300.0
895,Accounting,Houston, TX,50,100,29000,38000,33500,75.0
896,Investment Banking & Asset Management,Houston, TX,10000,10000,29000,38000,33500,10000.0
897,Wholesale,Houston, TX,100,500,29000,38000,33500,300.0
899,Health Care Services & Hospitals,Pearland, TX,100,500,29000,38000,33500,300.0
900,IT Services,Stafford, TX,1,5,29000,38000,33500,3.0
901,Consulting,Houston, TX,1,1,29000,38000,33500,1.0
903,Municipal Governments,Houston, TX,100,500,29000,38000,33500,300.0
904,Oil & Gas Services,Houston, TX,100,500,29000,38000,33500,300.0
908,Financial Transaction Processing,Houston, TX,10000,10000,29000,38000,33500,10000.0
909,Staffing & Outsourcing,Houston, TX,100,500,29000,38000,33500,300.0
910,Enterprise Software & Network Solutions,Houston, TX,100,500,29000,38000,33500,300.0
911,Accounting,Houston, TX,1,1,29000,38000,33500,1.0
912,IT Services,Houston, TX,1,5,29000,38000,33500,3.0
913,IT Services,Houston, TX,1,1,47000,76000,61500,1.0
914,IT Services,Houston, TX,50,100,47000,76000,61500,75.0
916,Health Care Services & Hospitals,Houston, TX,50,100,47000,76000,61500,75.0
917,IT Services,Houston, TX,1,5,47000,76000,61500,3.0
919,Computer Hardware & Software,Houston, TX,25,50,47000,76000,61500,37.5
921,Enterprise Software & Network Solutions,Houston, TX,10000,10000,47000,76000,61500,10000.0
922,Consulting,Houston, TX,1000,2000,47000,76000,61500,1500.0
923,Casual Restaurants,Houston, TX,1,5,47000,76000,61500,3.0
924,Consulting,Houston, TX,100,500,47000,76000,61500,300.0
927,Staffing & Outsourcing,Houston, TX,2000,5000,47000,76000,61500,3500.0
928,Consulting,Houston, TX,1,1,47000,76000,61500,1.0
929,Consulting,Houston, TX,1,5,47000,76000,61500,3.0
930,Sporting Goods Stores,Houston, TX,1,1,47000,76000,61500,1.0
931,Health Care Services & Hospitals,Houston, TX,100,500,47000,76000,61500,300.0
932,IT Services,Houston, TX,1,1,47000,76000,61500,1.0
934,Insurance Carriers,Houston, TX,10000,10000,47000,76000,61500,10000.0
935,Staffing & Outsourcing,Houston, TX,50,100,47000,76000,61500,75.0
937,Staffing & Outsourcing,Pasadena, TX,100,500,47000,76000,61500,300.0
938,Insurance Carriers,Houston, TX,10000,10000,47000,76000,61500,10000.0
939,Investment Banking & Asset Management,Houston, TX,10,25,47000,76000,61500,17.5
940,Health Care Services & Hospitals,Pearland, TX,100,500,47000,76000,61500,300.0
941,Health Care Services & Hospitals,Houston, TX,100,500,74000,123000,98500,300.0
942,Staffing & Outsourcing,Houston, TX,1,1,74000,123000,98500,1.0
943,Publishing,Houston, TX,1,1,74000,123000,98500,1.0
947,Telecommunications Services,Houston, TX,2000,5000,74000,123000,98500,3500.0
948,IT Services,Houston, TX,100,500,74000,123000,98500,300.0
949,Enterprise Software & Network Solutions,Houston, TX,10,25,74000,123000,98500,17.5
950,Health Care Services & Hospitals,Pearland, TX,100,500,74000,123000,98500,300.0
952,Staffing & Outsourcing,Houston, TX,100,500,74000,123000,98500,300.0
953,Colleges & Universities,Houston, TX,1000,2000,74000,123000,98500,1500.0
954,Investment Banking & Asset Management,Houston, TX,10000,10000,74000,123000,98500,10000.0
955,Health Care Services & Hospitals,Pearland, TX,100,500,74000,123000,98500,300.0
957,Staffing & Outsourcing,Spring, TX,1,1,74000,123000,98500,1.0
958,Health Care Services & Hospitals,Pearland, TX,100,500,74000,123000,98500,300.0
959,Staffing & Outsourcing,Houston, TX,10,25,74000,123000,98500,17.5
960,Staffing & Outsourcing,Sugar Land, TX,25,50,74000,123000,98500,37.5
962,Staffing & Outsourcing,Houston, TX,50,100,74000,123000,98500,75.0
963,Staffing & Outsourcing,Houston, TX,100,500,74000,123000,98500,300.0
964,Consulting,Houston, TX,5,10,74000,123000,98500,7.5
966,Banks & Credit Unions,Sugar Land, TX,100,500,74000,123000,98500,300.0
967,IT Services,Houston, TX,1,5,74000,123000,98500,3.0
968,Municipal Governments,Houston, TX,50,100,74000,123000,98500,75.0
969,Banks & Credit Unions,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
970,Enterprise Software & Network Solutions,Phoenix, AZ,25,50,53000,94000,73500,37.5
971,Banks & Credit Unions,Phoenix, AZ,50,100,53000,94000,73500,75.0
972,Construction,Phoenix, AZ,100,500,53000,94000,73500,300.0
973,Staffing & Outsourcing,Phoenix, AZ,100,500,53000,94000,73500,300.0
974,Automotive Parts & Accessories Stores,Scottsdale, AZ,2000,5000,53000,94000,73500,3500.0
975,Banks & Credit Unions,Phoenix, AZ,50,100,53000,94000,73500,75.0
976,Staffing & Outsourcing,Phoenix, AZ,2000,5000,53000,94000,73500,3500.0
977,Staffing & Outsourcing,Phoenix, AZ,10,25,53000,94000,73500,17.5
978,Telecommunications Services,Phoenix, AZ,1000,2000,53000,94000,73500,1500.0
979,Colleges & Universities,Scottsdale, AZ,100,500,53000,94000,73500,300.0
982,Staffing & Outsourcing,Phoenix, AZ,500,1000,53000,94000,73500,750.0
984,IT Services,Tempe, AZ,100,500,53000,94000,73500,300.0
985,Social Assistance,Phoenix, AZ,1,5,53000,94000,73500,3.0
987,Electrical & Electronic Manufacturing,Phoenix, AZ,5000,10000,53000,94000,73500,7500.0
988,Investment Banking & Asset Management,Phoenix, AZ,5000,10000,53000,94000,73500,7500.0
989,IT Services,Tempe, AZ,1,5,53000,94000,73500,3.0
991,Colleges & Universities,Scottsdale, AZ,100,500,53000,94000,73500,300.0
992,Banks & Credit Unions,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
993,Banks & Credit Unions,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
994,Banks & Credit Unions,Glendale, AZ,100,500,53000,94000,73500,300.0
995,Banks & Credit Unions,Scottsdale, AZ,500,1000,53000,94000,73500,750.0
996,Internet,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
1000,Colleges & Universities,Tempe, AZ,1000,2000,46000,102000,74000,1500.0
1001,IT Services,Phoenix, AZ,100,500,46000,102000,74000,300.0
1002,Staffing & Outsourcing,Phoenix, AZ,100,500,46000,102000,74000,300.0
1003,IT Services,Tempe, AZ,50,100,46000,102000,74000,75.0
1004,Gas Stations,Tempe, AZ,2000,5000,46000,102000,74000,3500.0
1005,Food & Beverage Manufacturing,Phoenix, AZ,2000,5000,46000,102000,74000,3500.0
1007,Advertising & Marketing,Chandler, AZ,1,5,46000,102000,74000,3.0
1008,Automotive Parts & Accessories Stores,Phoenix, AZ,5000,10000,46000,102000,74000,7500.0
1010,Truck Rental & Leasing,Phoenix, AZ,10000,10000,46000,102000,74000,10000.0
1011,Banks & Credit Unions,Tempe, AZ,10000,10000,46000,102000,74000,10000.0
1014,Consulting,Phoenix, AZ,1,5,46000,102000,74000,3.0
1015,IT Services,Phoenix, AZ,10,25,46000,102000,74000,17.5
1017,IT Services,Tempe, AZ,10,25,46000,102000,74000,17.5
1018,Enterprise Software & Network Solutions,Mesa, AZ,1,1,46000,102000,74000,1.0
1020,Insurance Agencies & Brokerages,Tempe, AZ,50,100,46000,102000,74000,75.0
1025,IT Services,Phoenix, AZ,1000,2000,46000,102000,74000,1500.0
1027,Staffing & Outsourcing,Phoenix, AZ,10,25,43000,94000,68500,17.5
1028,IT Services,Phoenix, AZ,100,500,43000,94000,68500,300.0
1031,Staffing & Outsourcing,Phoenix, AZ,100,500,43000,94000,68500,300.0
1034,Advertising & Marketing,Chandler, AZ,1,5,43000,94000,68500,3.0
1037,Accounting,Scottsdale, AZ,1,5,43000,94000,68500,3.0
1039,Gas Stations,Tempe, AZ,2000,5000,43000,94000,68500,3500.0
1040,Staffing & Outsourcing,Chandler, AZ,100,500,43000,94000,68500,300.0
1042,Banks & Credit Unions,Tempe, AZ,10000,10000,43000,94000,68500,10000.0
1043,IT Services,Phoenix, AZ,1,5,43000,94000,68500,3.0
1044,Staffing & Outsourcing,Tempe, AZ,100,500,43000,94000,68500,300.0
1045,Insurance Carriers,Scottsdale, AZ,5000,10000,43000,94000,68500,7500.0
1047,Consulting,Scottsdale, AZ,10,25,43000,94000,68500,17.5
1049,Architectural & Engineering Services,Chandler, AZ,1000,2000,43000,94000,68500,1500.0
1051,Health Care Services & Hospitals,Tempe, AZ,25,50,43000,94000,68500,37.5
1053,Staffing & Outsourcing,Chandler, AZ,1000,2000,43000,94000,68500,1500.0
1054,Staffing & Outsourcing,Chandler, AZ,25,50,43000,94000,68500,37.5
1056,Staffing & Outsourcing,Tempe, AZ,25,50,45000,78000,61500,37.5
1057,Computer Hardware & Software,DC Ranch, AZ,1,5,45000,78000,61500,3.0
1058,Gas Stations,Tempe, AZ,2000,5000,45000,78000,61500,3500.0
1061,IT Services,Scottsdale, AZ,50,100,45000,78000,61500,75.0
1062,Banks & Credit Unions,Tempe, AZ,10000,10000,45000,78000,61500,10000.0
1064,Consulting,Tempe, AZ,500,1000,45000,78000,61500,750.0
1065,Health Care Services & Hospitals,Scottsdale, AZ,10000,10000,45000,78000,61500,10000.0
1066,Computer Hardware & Software,King of Prussia, PA,50,100,41000,78000,59500,75.0
1068,Biotech & Pharmaceuticals,Blue Bell, PA,100,500,41000,78000,59500,300.0
1070,Health Care Services & Hospitals,Philadelphia, PA,500,1000,41000,78000,59500,750.0
1072,Consulting,Philadelphia, PA,50,100,41000,78000,59500,75.0
1073,Staffing & Outsourcing,Wilmington, DE,100,500,41000,78000,59500,300.0
1075,Staffing & Outsourcing,Malvern, PA,100,500,41000,78000,59500,300.0
1077,IT Services,Philadelphia, PA,50,100,41000,78000,59500,75.0
1079,Architectural & Engineering Services,Philadelphia, PA,2000,5000,41000,78000,59500,3500.0
1081,Staffing & Outsourcing,Camden, NJ,100,500,41000,78000,59500,300.0
1082,Staffing & Outsourcing,Philadelphia, PA,2000,5000,41000,78000,59500,3500.0
1083,IT Services,Philadelphia, PA,10,25,41000,78000,59500,17.5
1084,IT Services,Philadelphia, PA,1,1,41000,78000,59500,1.0
1086,IT Services,Philadelphia, PA,500,1000,41000,78000,59500,750.0
1087,Staffing & Outsourcing,Feasterville Trevose, PA,100,500,41000,78000,59500,300.0
1089,"Cable, Internet & Telephone Providers",Feasterville Trevose, PA,5,10,41000,78000,59500,7.5
1090,Metals Brokers,Camden, NJ,2000,5000,41000,78000,59500,3500.0
1091,Accounting,Philadelphia, PA,10000,10000,41000,78000,59500,10000.0
1092,Advertising & Marketing,Philadelphia, PA,10,25,41000,78000,59500,17.5
1093,Staffing & Outsourcing,Philadelphia, PA,2000,5000,41000,78000,59500,3500.0
1094,IT Services,Philadelphia, PA,10,25,38000,68000,53000,17.5
1097,Insurance Carriers,Philadelphia, PA,5000,10000,38000,68000,53000,7500.0
1098,Health Care Services & Hospitals,Philadelphia, PA,500,1000,38000,68000,53000,750.0
1100,Investment Banking & Asset Management,Wilmington, DE,10000,10000,38000,68000,53000,10000.0
1101,IT Services,Philadelphia, PA,50,100,38000,68000,53000,75.0
1102,Biotech & Pharmaceuticals,Radnor, PA,2000,5000,38000,68000,53000,3500.0
1109,Publishing,Wayne, PA,1,5,38000,68000,53000,3.0
1110,Staffing & Outsourcing,Wilmington, DE,100,500,38000,68000,53000,300.0
1111,IT Services,Bensalem, PA,10,25,38000,68000,53000,17.5
1113,Staffing & Outsourcing,Philadelphia, PA,100,500,38000,68000,53000,300.0
1114,Staffing & Outsourcing,Philadelphia, PA,100,500,38000,68000,53000,300.0
1117,Consulting,Exton, PA,10,25,38000,68000,53000,17.5
1119,IT Services,Philadelphia, PA,500,1000,38000,68000,53000,750.0
1122,Staffing & Outsourcing,Wayne, PA,100,500,38000,68000,53000,300.0
1125,Health Care Services & Hospitals,Philadelphia, PA,50,100,37000,44000,40500,75.0
1127,Consulting,Allegheny West, PA,5,10,37000,44000,40500,7.5
1128,Staffing & Outsourcing,Paoli, PA,10,25,37000,44000,40500,17.5
1129,Vehicle Dealers,Doylestown, PA,1000,2000,37000,44000,40500,1500.0
1130,Enterprise Software & Network Solutions,Horsham, PA,10,25,37000,44000,40500,17.5
1131,Staffing & Outsourcing,Wilmington, DE,100,500,37000,44000,40500,300.0
1134,Staffing & Outsourcing,Conshohocken, PA,10,25,37000,44000,40500,17.5
1137,Banks & Credit Unions,Mount Laurel, NJ,10000,10000,37000,44000,40500,10000.0
1138,Aerospace & Defense,Ridley Park, PA,10000,10000,37000,44000,40500,10000.0
1139,IT Services,Wayne, PA,50,100,37000,44000,40500,75.0
1140,Investment Banking & Asset Management,Mount Laurel, NJ,1000,2000,37000,44000,40500,1500.0
1141,IT Services,Philadelphia, PA,50,100,37000,44000,40500,75.0
1142,Oil & Gas Services,West Chester, PA,500,1000,37000,44000,40500,750.0
1143,Staffing & Outsourcing,Berwyn, PA,10,25,37000,44000,40500,17.5
1145,Staffing & Outsourcing,Philadelphia, PA,5,10,37000,44000,40500,7.5
1146,Staffing & Outsourcing,Philadelphia, PA,100,500,37000,44000,40500,300.0
1148,Staffing & Outsourcing,Wilmington, DE,1000,2000,37000,44000,40500,1500.0
1150,Enterprise Software & Network Solutions,Horsham, PA,10,25,37000,44000,40500,17.5
1152,Health Care Services & Hospitals,Philadelphia, PA,500,1000,64000,113000,88500,750.0
1153,Computer Hardware & Software,Plymouth Meeting, PA,25,50,64000,113000,88500,37.5
1154,Staffing & Outsourcing,Philadelphia, PA,100,500,64000,113000,88500,300.0
1155,Staffing & Outsourcing,Wayne, PA,100,500,64000,113000,88500,300.0
1157,IT Services,Philadelphia, PA,10,25,64000,113000,88500,17.5
1158,Biotech & Pharmaceuticals,Wayne, PA,2000,5000,64000,113000,88500,3500.0
1159,Architectural & Engineering Services,Philadelphia, PA,2000,5000,64000,113000,88500,3500.0
1160,Investment Banking & Asset Management,Mount Laurel, NJ,1000,2000,64000,113000,88500,1500.0
1162,"Cable, Internet & Telephone Providers",Philadelphia, PA,100,500,64000,113000,88500,300.0
1164,Staffing & Outsourcing,Boothwyn, PA,100,500,64000,113000,88500,300.0
1165,Insurance Carriers,Philadelphia, PA,25,50,64000,113000,88500,37.5
1166,Biotech & Pharmaceuticals,Philadelphia, PA,10000,10000,64000,113000,88500,10000.0
1170,Biotech & Pharmaceuticals,West Point, PA,2000,5000,64000,113000,88500,3500.0
1171,Biotech & Pharmaceuticals,West Point, PA,2000,5000,64000,113000,88500,3500.0
1172,Investment Banking & Asset Management,Marlton, NJ,1000,2000,64000,113000,88500,1500.0
1173,Consulting,King of Prussia, PA,1,5,64000,113000,88500,3.0
1176,IT Services,Malvern, PA,100,500,64000,113000,88500,300.0
1177,Insurance Carriers,Philadelphia, PA,25,50,64000,113000,88500,37.5
1179,Staffing & Outsourcing,Philadelphia, PA,50,100,64000,113000,88500,75.0
1180,Advertising & Marketing,Philadelphia, PA,1,5,64000,113000,88500,3.0
1181,Staffing & Outsourcing,Philadelphia, PA,100,500,64000,113000,88500,300.0
1182,Staffing & Outsourcing,King of Prussia, PA,10,25,50000,93000,71500,17.5
1183,Consulting,Allegheny West, PA,5,10,50000,93000,71500,7.5
1185,IT Services,Horsham, PA,1,5,50000,93000,71500,3.0
1187,Staffing & Outsourcing,Wilmington, DE,100,500,50000,93000,71500,300.0
1189,IT Services,Wilmington, DE,50,100,50000,93000,71500,75.0
1190,Electrical & Electronic Manufacturing,Berwyn, PA,10000,10000,50000,93000,71500,10000.0
1191,Investment Banking & Asset Management,Marlton, NJ,1000,2000,50000,93000,71500,1500.0
1192,Insurance Carriers,Philadelphia, PA,5000,10000,50000,93000,71500,7500.0
1193,Advertising & Marketing,Philadelphia, PA,1,5,50000,93000,71500,3.0
